taxon_name,taxon_rank,identifications_count,created_at,observed_on,longitude,latitude,positional_accuracy,user_login,user_id,user_name,user_observations_count,license_code,num_identification_agreements,uri
Senecio selloi,species,3,2023-01-24T19:41:38-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147292828
Oxypetalum solanoides,species,3,2023-01-24T19:41:37-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147292825
Mimosa,genus,3,2023-01-24T19:41:36-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147292824
Spintherophyta,genus,1,2023-01-24T19:41:36-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147292823
Orphulella punctata,species,1,2023-01-24T19:41:36-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147292822
Galerucinae,subfamily,1,2023-01-24T19:41:35-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147292821
Hydrochoerus hydrochaeris,species,2,2023-01-24T19:41:35-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292820
Teloschistes exilis,species,1,2023-01-24T19:41:35-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147292819
Teloschistes,genus,1,2023-01-24T19:41:34-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147292818
Arthropoda,phylum,0,2023-01-24T19:41:34-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147292817
Richardia humistrata,species,2,2023-01-24T19:41:34-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292816
Senecio heterotrichius,species,2,2023-01-24T19:41:33-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292815
Eubrachion ambiguum,species,2,2023-01-24T19:41:33-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292814
Solanum,genus,2,2023-01-24T19:41:33-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292813
Marchantiophyta,phylum,2,2023-01-24T19:41:32-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292812
Arctiinae,subfamily,1,2023-01-24T19:41:32-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147292811
Bryophyta,phylum,2,2023-01-24T19:41:32-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292810
Aloysia gratissima,species,2,2023-01-24T19:41:31-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292809
Pomacea,genus,1,2023-01-24T19:41:31-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147292808
Berberis laurina,species,2,2023-01-24T19:41:30-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292806
Dolichandra unguis-cati,species,2,2023-01-24T19:41:30-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292805
Geophagus iporangensis,species,4,2023-01-24T19:41:30-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147292804
Eugenia,genus,1,2023-01-24T19:41:29-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147292800
Lecanoromycetes,class,0,2023-01-24T19:41:29-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147292799
Mutisia coccinea dealbata,variety,2,2023-01-24T19:41:28-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147292796
Lycalopex gymnocerca,species,3,2023-01-24T19:41:28-03:00,2022-10-31,-53.7359715374,-32.1414215051,1125,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147292795
Dorstenia brasiliensis,species,4,2023-01-24T19:25:12-03:00,2022-10-30,-55.9835752809,-31.3625893298,359,rafatosi,1318865,Rafael Tosi,1417,cc-by,4,https://www.inaturalist.org/observations/147291922
Ophioglossum crotalophoroides,species,0,2023-01-24T19:25:12-03:00,2022-10-30,-55.9835752809,-31.3625893298,359,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147291921
Spiranthinae,subtribe,1,2023-01-24T19:25:12-03:00,2022-10-30,-55.9835752809,-31.3625893298,359,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147291920
Campylopus,genus,1,2023-01-24T19:25:11-03:00,2022-10-30,-55.9835752809,-31.3625893298,359,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147291919
Dyckia,genus,3,2023-01-24T19:25:10-03:00,2022-10-30,-55.9835752809,-31.3625893298,359,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147291918
Leptodactylus luctator,species,3,2023-01-24T19:25:10-03:00,2022-10-29,-55.9859153211,-31.3568759721,13,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147291917
Scinax fuscovarius,species,2,2023-01-24T19:25:10-03:00,2022-10-29,-55.9859153211,-31.3568759721,13,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147291916
Pseudis minuta,species,3,2023-01-24T19:25:08-03:00,2022-10-29,-55.9859153211,-31.3568759721,13,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147291913
Rhinella dorbignyi,species,3,2023-01-24T19:25:08-03:00,2022-10-29,-55.9859153211,-31.3568759721,13,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147291912
Boana pulchella,species,3,2023-01-24T19:25:08-03:00,2022-10-29,-55.9859153211,-31.3568759721,13,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147291911
Scinax fuscovarius,species,2,2023-01-24T19:25:06-03:00,2022-10-29,-55.9859153211,-31.3568759721,13,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147291910
Hippeastrum vittatum,species,3,2023-01-24T19:25:05-03:00,2022-10-29,-55.8683663395,-31.3543857413,520,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147291909
Coleoptera,order,1,2023-01-24T19:25:04-03:00,2022-10-29,-55.8638302701,-31.343077489,269,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147291908
Trachemys dorbigni,species,4,2023-01-24T19:25:04-03:00,2022-10-29,-55.8775939571,-31.3669090009,15,rafatosi,1318865,Rafael Tosi,1417,cc-by,4,https://www.inaturalist.org/observations/147291906
Blaptica dubia,species,1,2023-01-24T19:02:28-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290413
Blaptica,genus,1,2023-01-24T19:02:28-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290410
Sisyrinchium,genus,1,2023-01-24T19:02:27-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290407
Sisyrinchium,genus,1,2023-01-24T19:02:27-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290405
Scoparia montevidensis,species,3,2023-01-24T19:02:26-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147290400
Blaptica,genus,1,2023-01-24T19:02:26-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290399
Frailea,genus,5,2023-01-24T19:02:26-03:00,2022-10-29,-55.9441805334,-31.3290896261,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,5,https://www.inaturalist.org/observations/147290396
Chevreulia,genus,1,2023-01-24T19:02:25-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290394
Parodia ottonis,species,5,2023-01-24T19:02:25-03:00,2022-10-29,-55.867463526,-31.3827496315,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,5,https://www.inaturalist.org/observations/147290392
Mitracarpus megapotamicus,species,2,2023-01-24T19:02:24-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290389
Lecanoromycetes,class,0,2023-01-24T19:02:24-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147290388
Limnomedusa macroglossa,species,1,2023-01-24T19:02:23-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290387
Sisyrinchium,genus,1,2023-01-24T19:02:23-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290386
Homonota uruguayensis,species,1,2023-01-24T19:02:22-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290385
Billbergia nutans,species,3,2023-01-24T19:02:22-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147290383
Peperomia tetraphylla,species,2,2023-01-24T19:02:21-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290382
Peperomia,genus,2,2023-01-24T19:02:20-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290381
Lepidoptera,order,0,2023-01-24T19:02:20-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147290380
Desmodus rotundus,species,4,2023-01-24T19:02:20-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,4,https://www.inaturalist.org/observations/147290379
Tillandsia usneoides,species,3,2023-01-24T19:02:19-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147290377
Polypodiopsida,class,0,2023-01-24T19:02:18-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147290376
Polypodiopsida,class,0,2023-01-24T19:02:18-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147290375
Herbertia lahue,species,2,2023-01-24T19:02:17-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290374
Peperomia trineuroides,species,1,2023-01-24T19:02:17-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290373
Billbergia nutans,species,2,2023-01-24T19:02:17-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290372
Cypella exilis,species,1,2023-01-24T19:02:16-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290371
Noctuinae,subfamily,1,2023-01-24T19:02:16-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290370
Calliandra tweediei,species,2,2023-01-24T19:02:15-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290369
Nicotiana alata,species,3,2023-01-24T19:02:15-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147290368
Oxalis,genus,2,2023-01-24T19:02:14-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290367
Manihot grahamii,species,2,2023-01-24T19:02:14-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290366
Echinodorus uruguayensis,species,2,2023-01-24T19:02:13-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290365
Sonchus asper,species,2,2023-01-24T19:02:13-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290364
Oxalis,subgenus,1,2023-01-24T19:02:12-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290363
Dolichandra unguis-cati,species,2,2023-01-24T19:02:12-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290362
Opuntia,genus,2,2023-01-24T19:02:11-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290360
Notocacteae,tribe,5,2023-01-24T19:02:11-03:00,2022-10-29,-55.9227679969,-31.2915776825,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,5,https://www.inaturalist.org/observations/147290359
Hylidae,family,1,2023-01-24T19:02:10-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290356
Dyckia,genus,3,2023-01-24T19:02:10-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147290355
Lantana montevidensis,species,1,2023-01-24T19:02:09-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290354
Oxyagrion,genus,1,2023-01-24T19:02:09-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290353
Gelasine elongata,species,2,2023-01-24T19:02:08-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290352
Zygoptera,suborder,2,2023-01-24T19:02:08-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290350
Lecanoromycetes,class,0,2023-01-24T19:02:07-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147290348
Sinningia,genus,1,2023-01-24T19:02:07-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290347
Tradescantia,genus,2,2023-01-24T19:02:06-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290345
Lecanoromycetes,class,0,2023-01-24T19:02:06-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147290344
Nicotiana bonariensis,species,2,2023-01-24T19:02:05-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290343
Hymenoptera,order,0,2023-01-24T19:02:05-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147290342
Adiantum raddianum,species,2,2023-01-24T19:02:05-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290340
Boana pulchella,species,2,2023-01-24T19:02:04-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290338
Adiantum poiretii,species,2,2023-01-24T19:02:04-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290337
Hylidae,family,1,2023-01-24T19:02:03-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290336
Dyckia,genus,3,2023-01-24T19:02:03-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147290335
Cyclopogon chloroleucus,species,2,2023-01-24T19:02:02-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290333
Cyclopogon,genus,0,2023-01-24T19:02:02-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,0,https://www.inaturalist.org/observations/147290332
Salvia procurrens,species,2,2023-01-24T19:02:01-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290330
Glandularia peruviana,species,2,2023-01-24T19:02:01-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290329
Sisyrinchium scariosum,species,1,2023-01-24T19:02:00-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,1,https://www.inaturalist.org/observations/147290328
Vanessa braziliensis,species,3,2023-01-24T19:02:00-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,3,https://www.inaturalist.org/observations/147290326
Turnera sidoides,species,2,2023-01-24T19:01:59-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290324
Senecio brasiliensis,species,2,2023-01-24T19:01:59-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290323
Hedriodiscus,genus,2,2023-01-24T19:01:58-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290322
Herbertia lahue,species,2,2023-01-24T19:01:58-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290321
Turnera sidoides,species,2,2023-01-24T19:01:57-03:00,2022-10-29,-55.9891694028,-31.3618179638,481,rafatosi,1318865,Rafael Tosi,1417,cc-by,2,https://www.inaturalist.org/observations/147290320
